    53   3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22
     1   1  1  1  1  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0
     2   0  0  0  0  1  1  1  1  1  0  0  1  0  0  0  0  0  0  0  0
     4   0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
     5   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1
     6   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0
     7   0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  1
     8   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1
     9   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
    10   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
    11   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
    12   0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
    13   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
    14   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0

