     63    6   7   8   9  10  11  12  13  14  15  16  17  18
      1    0   0   1   0   1   1   1   1   1   0   0   0   0
      2    1   0   1   1   0   1   1   1   1   0   0   0   0
      3    1   1   1   1   1   1   1   1   1   0   0   0   0
      4    1   1   1   1   0   0   0   1   1   0   0   1   0
      5    1   1   1   1   1   0   1   1   1   0   0   1   0
      6    0   0   0   0   0   0   0   1   0   1   1   1   1
      7    0   0   0   0   0   0   0   1   1   1   1   1   1
      8    0   0   0   0   0   0   0   1   0   0   1   1   1
      9    0   0   0   0   0   0   0   1   0   0   0   1   0
     10    0   0   0   0   0   0   0   1   1   0   0   0   0
     11    0   0   0   0   0   0   0   0   1   1   1   0   1
     12    0   0   0   0   0   0   0   1   1   1   1   0   1
     13    0   0   0   0   0   0   0   0   0   0   1   1   1
     14    0   0   0   0   0   0   0   0   0   0   1   0   1
     15    0   0   0   0   0   0   0   0   0   0   1   0   1
     16    0   0   0   0   0   0   0   0   0   0   0   1   1

