     65    3   4   5   6   7   8   9  10  11  12  13  14  15  16
      1    1   1   1   1   1   1   1   1   1   0   0   0   0   0
      2    0   0   0   0   0   0   0   0   0   0   0   0   1   1
      3    0   0   0   0   0   0   0   0   0   1   0   1   1   1
      4    0   0   0   0   0   0   0   0   0   1   0   0   0   0
      5    0   0   0   0   0   0   0   0   0   1   1   1   1   1
      6    0   0   0   0   0   0   0   0   0   1   1   1   1   1
      7    0   0   0   0   0   0   0   0   0   1   1   1   1   1
      8    0   0   0   0   0   0   0   0   0   1   1   1   1   1
      9    0   0   0   0   0   0   0   0   0   1   0   1   0   1
     10    0   0   0   0   0   0   0   0   0   1   0   1   1   1
