    211  1  2  3  4  5  9 10 11 12 13 14 15 25 26
      2  1  0  0  0  0  0  0  0  0  0  0  0  0  0
      3  1  0  0  0  0  0  0  0  0  0  0  0  0  0
      4  1  0  0  0  0  0  0  0  0  0  0  0  0  0
      5  1  1  0  0  0  0  0  0  0  0  0  0  0  0
      6  1  1  1  0  0  0  0  0  0  0  0  0  0  0
      7  1  0  0  0  0  0  0  0  0  0  0  0  0  0
      8  1  1  1  1  0  0  0  0  0  0  0  0  0  0
      9  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     10  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     11  0  0  1  0  0  0  0  0  0  0  0  0  0  0
     12  0  0  1  0  0  0  0  0  0  0  0  0  0  0
     13  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     14  1  0  1  0  0  0  0  0  0  0  0  0  0  0
     15  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     16  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     17  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     18  1  1  1  0  0  0  0  0  0  0  0  0  0  0
     19  1  1  0  0  0  0  0  0  0  0  0  0  0  0
     20  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     21  1  0  1  0  0  0  0  0  0  0  0  0  0  0
     22  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     23  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     24  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     25  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     26  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     27  0  1  0  0  0  0  0  0  0  0  0  0  0  0
     28  0  1  0  0  0  0  0  0  0  0  0  0  0  0
     29  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     30  0  0  1  0  0  0  0  0  0  0  0  0  0  0
     31  0  0  0  0  1  1  1  1  1  1  1  1  0  0
     32  0  0  0  0  1  1  1  1  1  1  1  1  0  0
     33  0  0  0  0  1  1  1  1  1  1  1  1  1  0
     34  0  0  0  0  1  0  0  0  0  0  0  0  1  1

